/25/2018  4:01:52.529 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:40:01.339 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:40:01.339 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:40:01.339 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:40:01.339 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:40:01.339 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:40:01.339 WiFiManagerSetUserAutoJoinState: current state is already 1
11/25/2018  4:40:01.339 WiFiManagerSetUserAutoJoinState: checking for networks disabled due to trigger association (2)
11/25/2018  4:40:01.340 __WiFiManagerCheckNetworksDisabledUntil: Checking networks disabled until date (removeAll 1)
11/25/2018  4:40:01.340 WiFiManagerGetUserAutoJoinState: user auto join state 1
11/25/2018  4:40:01.345 Disable WoW requested by "mediaserverd"
11/25/2018  4:40:01.347 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  4:40:01.348 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:40:01.348 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:40:01.348 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:40:01.348 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:40:01.348 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:40:01.349 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:40:01.349 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:40:01.349 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:40:01.349 MIS state is Disabled
11/25/2018  4:40:01.349 MIS state queried by "apsd" is Disable
11/25/2018  4:40:01.349 MIS state is Disabled
11/25/2018  4:40:01.349 MIS state queried by "UserEventAgent" is Disable
11/25/2018  4:40:01.349 MIS state is Disabled
11/25/2018  4:40:01.349 MIS state queried by "locationd" is Disable
11/25/2018  4:40:01.349 configd requesting removal of BGScan networks
11/25/2018  4:40:01.349 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:40:01.349 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  4:40:01.349 Removing client for "configd"
11/25/2018  4:40:01.349 MIS state is Disabled
11/25/2018  4:40:01.349 MIS state queried by "CommCenter" is Disable
11/25/2018  4:40:01.349 MIS state is Disabled
11/25/2018  4:40:01.349 MIS state queried by "imagent" is Disable
11/25/2018  4:40:01.349 MIS state is Disabled
11/25/2018  4:40:01.349 MIS state queried by "mediaserverd" is Disable
11/25/2018  4:40:01.350 MIS state is Disabled
11/25/2018  4:40:01.350 MIS state queried by "identityservices" is Disable
11/25/2018  4:40:01.352 MIS state is Disabled
11/25/2018  4:40:01.352 MIS state queried by "callservicesd" is Disable
11/25/2018  4:40:01.358 MIS state is Disabled
11/25/2018  4:40:01.358 MIS state queried by "calaccessd" is Disable
11/25/2018  4:40:01.358 apsd[106] is a wow client
11/25/2018  4:40:01.358 WoW is Enabled, 1 WoW Clients
11/25/2018  4:40:01.358 MIS state is Disabled
11/25/2018  4:40:01.358 MIS state queried by "nanoregistryd" is Disable
11/25/2018  4:40:01.521 
Too frequent(0.209321 secs) rssi event from driver, ignoring

11/25/2018  4:40:04.102 IPV4 State change for en0
11/25/2018  4:40:04.105 IP Address: 10.0.2.36
11/25/2018  4:40:04.106 Router IP Address: 10.0.0.1
11/25/2018  4:40:04.106 Default Gateway IP Address: 10.0.0.1
11/25/2018  4:40:04.106 __WiFiDeviceCheckForIPV4ParamsChange: Setting power mode to kA11PowerProfileDefault
11/25/2018  4:40:04.107 __WiFiDeviceManagerRouterIpv4Callback: Disabling critical phase
11/25/2018  4:40:04.107 __WiFiManagerIPv4Callback: <en0> [PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1] isMainIf? 1, isRoutable? 1
11/25/2018  4:40:04.107 -[WiFiIDSSyncEngine currentNetworkChanged]: <0x16fdd3000>, role 1, currentNetwork PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:40:04.108 -[WiFiIDSSyncEngine currentNetworkChanged]: reset waitForReAssociationTimer <CFRunLoopTimer 0x1006862c0 [0x1b45cf538]>{valid = Yes, firing = No, interval = 879900215, tolerance = 0, next fire date = 1.44503041e+09 (880195204 @ 12118160498960376), callout = (NSTimer) [WiFiIDSSyncEngine companionReAssociationWaitTimerFired:] (0x1829e737c / 0x10030b890) (/usr/sbin/wifid), context = <CFRunLoopTimer context 0x10068bb90>}
11/25/2018  4:40:04.108 -[WiFiIDSSyncEngine sendCurrentCompanionNetwork]: autojoinAssistDict {
    "ISO_CC_CODE" = US;
    "SSID_STR" = PhoneReset;
}
11/25/2018  4:40:04.110 -[WiFiIDSSyncEngine sendToGizmoOfDataType:]: <0x16ff77000> ID:(null), data type 1
11/25/2018  4:40:04.115 __WiFiDeviceCheckForIPV4ParamsChange: configMethod DHCP, leaseExpiryDuration 10 mins
11/25/2018  4:40:04.116 Router MAC Address: c0:ea:e4:9e:73:5a
11/25/2018  4:40:04.117 Submitted wifi awd metric <0x90007> with no error
11/25/2018  4:40:04.188 IPv4 Primary interface is en0 and IPv6 Primary Interface is (null)
11/25/2018  4:40:04.199 Update network <PhoneReset>, requested by "configd"
11/25/2018  4:40:04.200 _wifi_manager_update_network: removing enabled property from network
11/25/2018  4:40:04.200 WiFiManagerUpdateNetwork: <thread 0x16fdd3000> merge 1, PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:40:04.220 WiFiManagerUpdateNetwork: hiddenChanged=0 captiveChanged=0
11/25/2018  4:40:04.221 __WiFiManagerCheckNetworkExpiry: network count 3
11/25/2018  4:40:04.221 __WiFiManagerCheckNetworkExpiry: minTexpire 0.000000, deltaTexpire 564835204.221260
11/25/2018  4:40:04.221 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  4:40:04.222 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:40:04.224 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:40:04.224 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:40:04.226 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:40:04.227 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:40:04.228 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:40:04.228 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:40:04.228 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:40:04.231 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  4:40:04.232 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:40:04.234 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:40:04.234 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:40:04.236 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:40:04.236 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:40:04.237 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:40:04.238 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:40:04.238 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:40:04.390 Received kIOMessageSystemWillSleep
11/25/2018  4:40:04.390 System Sleep notification, Disabling auto-join
11/25/2018  4:40:04.390 __WiFiManagerSetEnableState: state FALSE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  4:40:04.390 Disabling automatic association
11/25/2018  4:40:04.390 Auto-join deferral canceled.
11/25/2018  4:40:04.390 Creating client for "CommCenter"
11/25/2018  4:40:04.392 CommCenter requesting removal of BGScan networks
11/25/2018  4:40:04.392 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:40:04.392 __WiFiManagerSetEnableState: state FALSE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  4:40:04.392 Removing client for "CommCenter"
11/25/2018  4:40:04.422 age diff 3.319082, accuracy diff 0.000000
11/25/2018  4:40:04.422 didUpdateLocations: latitude=+29.756421, longitude=-98.692640 Accuracy=65.000000  timeIntervalSinceNow=0.002736secs source=WiFi
11/25/2018  4:40:04.422 age diff 0.000271, accuracy diff 0.000000
11/25/2018  4:40:04.422 didUpdateLocations: latitude=+29.756421, longitude=-98.692640 Accuracy=65.000000  timeIntervalSinceNow=0.002793secs source=WiFi
11/25/2018  4:40:04.468 Received kIOMessageSystemWillPowerOn
11/25/2018  4:40:04.468 System wake reason: AOP.PMU pin26 rtc
11/25/2018  4:40:04.468 System Powered ON notification Re-enabling auto-join
11/25/2018  4:40:04.468 __WiFiManagerSetEnableState: state TRUE, manager->enable.setting TRUE, manager->unlockedSinceBoot TRUE
11/25/2018  4:40:04.468 Enabling automatic association
11/25/2018  4:40:04.468 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:40:04.469 WiFiLocaleManagerCheckLocale: locale <US> was determined at 11/25/18, 4:40:00 AM Central Standard Time, has been valid for 0.06 mins [cache timeout 60.00 mins] 
11/25/2018  4:40:04.540 WiFiCellularNotificationsStartMonitoring_block_invoke: update cellularTxStarted 0, isShort 0
11/25/2018  4:40:06.303 CurrentBSS  {-62dbm, 0, 0ms } RoamCache - {}
11/25/2018  4:40:07.256 
Too frequent(0.952967 secs) rssi event from driver, ignoring

11/25/2018  4:40:07.256 __WiFiLQAMgrLogStats(stationary): Rssi: -60 Cca: 20 TxPer: 0.0% (0) BcnPer: 0.0% (0, 90.0%) RxFrms 0 RxRetryFrames: 0 TxRate: 144444 RxRate: 117000 FBRate: 39000 TxFwFrms: 0 TxFwFail:0 TxReTrans: 0 time: 295924.3secs
11/25/2018  4:40:08.232 Incorrect reason code, bailing out!
11/25/2018  4:40:08.233 WiFiNetworkSetKnownBssUsageData: BSS updated - current BSS: 0:14:d1:af:39:70 (1)
11/25/2018  4:40:08.233 WiFiNetworkIsEdgeBss: 0:14:d1:af:39:70 - no - {bcnloss:0 trgDisc:0}
11/25/2018  4:40:08.233 Detected multiAP environment for PhoneReset
11/25/2018  4:40:08.233 __WiFiDeviceManagerEvaluateAPEnvironment: Getting AP environment for PhoneReset. Learning period 259200 secs Expiry period 2592000 secs
11/25/2018  4:40:08.233 __WiFiDeviceManagerEvaluateAPEnvironment: AP environment is 4 for PhoneReset(0:14:d1:af:39:70)
11/25/2018  4:40:08.234 WiFiDeviceSetRoamParams: setting roam profile to type 3
11/25/2018  4:40:08.244 __WiFiDeviceManagerUpdateNetworkTransitionStateOnBssidChanged: transition attempts# 6
11/25/2018  4:40:08.244 __WiFiDeviceManagerAttemptNetworkTransition: latitude=+29.756421, longitude=-98.692640 Accuracy=65.000000  timeIntervalSinceNow=3.824627secs source=WiFi
11/25/2018  4:40:08.244 freshness 60.000000secs location_age 3.824808secs, lifeSpan 5.680647, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/25/2018  4:40:08.244 __WiFiDeviceManagerAttemptNetworkTransition: isLocValid 1
11/25/2018  4:40:08.244 __WiFiDeviceManagerAttemptNetworkTransition: roamed since the last attempt
11/25/2018  4:40:08.246 +[RootNetwork(CustomMethods) getAllRootNetworksCountFromMOC:]_block_invoke: error (null), rootNetworksCount 1
11/25/2018  4:40:08.248 +[GeoTag(CustomMethods) getAllGeoTagsFromMOC:]: fetch result# 1, error (null)
11/25/2018  4:40:08.248 -[WiFiNetworkStoreController copyScoreSortedNetworksAvailableAtLocation:]_block_invoke: created network PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:40:08.248 __WiFiDeviceManagerAttemptNetworkTransition: total time to get location based networks 3.666997ms
11/25/2018  4:40:08.248 __WiFiDeviceManagerAttemptNetworkTransition: score sorted networks (
    "PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1"
)
11/25/2018  4:40:08.249 __WiFiDeviceManagerTransitionToNetwork: topNetwork: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1, current: PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:40:08.249 __WiFiDeviceManagerTransitionToNetwork: no need for transition...
11/25/2018  4:40:08.249 __WiFiDeviceManagerEvaluateAPEnvironment: Getting AP environment for PhoneReset. Learning period 259200 secs Expiry period 2592000 secs
11/25/2018  4:40:08.250 __WiFiDeviceManagerEvaluateAPEnvironment: AP environment is 4 for PhoneReset(0:14:d1:af:39:90)
11/25/2018  4:40:08.250 __WiFiLQAMgrSetCurrentNetwork: Roamed SSID: PhoneReset BSSID: 0:14:d1:af:39:70 RSSI: -55 Chan: 1 ApEnv: 4
11/25/2018  4:40:08.250 WiFiManagerUpdateNetwork: <thread 0x16fdd3000> merge 1, PhoneReset: isHidden=0, isEAP=0, isWPA=0, isWEP=0, WAPI=0, type=0, enabled=1
11/25/2018  4:40:08.262 WiFiManagerUpdateNetwork: hiddenChanged=0 captiveChanged=0
11/25/2018  4:40:08.262 __WiFiManagerCheckNetworkExpiry: network count 3
11/25/2018  4:40:08.262 __WiFiManagerCheckNetworkExpiry: minTexpire 0.000000, deltaTexpire 564835208.262736
11/25/2018  4:40:08.262 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  4:40:08.264 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:40:08.265 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:40:08.265 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:40:08.277 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:40:08.277 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:40:08.278 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:40:08.279 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:40:08.279 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:40:08.279 __WiFiManagerGeoTagNetworkIfApplicable: network: PhoneReset, isWiFiNetworkWaitingToBeGeoTagged 0
11/25/2018  4:40:08.279 __WiFiManagerGeoTagNetwork: PhoneReset
11/25/2018  4:40:08.280 __WiFiManagerGeoTagNetwork: latitude=+29.756421, longitude=-98.692640 Accuracy=65.000000  timeIntervalSinceNow=3.860267secs source=WiFi
11/25/2018  4:40:08.280 freshness 60.000000secs location_age 3.860442secs, lifeSpan 5.680647, accuracy 65.000000m req_accuracy 165.000000m ==> isLocationValid 1
11/25/2018  4:40:08.280 __WiFiManagerGeoTagNetwork: isValid 1
11/25/2018  4:40:08.281 __WiFiManagerUpdateCurrentNetworkWithNewLocation: GEOTAG PhoneReset 
11/25/2018  4:40:08.281 -[WiFiNetworkStoreController setGeoTag:forNetwork:]: PhoneReset[0:14:d1:af:39:70], auth 0, wifiBand 1, 29.756421,-98.692640
11/25/2018  4:40:08.281 __WiFiManagerGeoTagNetwork: LEECHED_LOC_STAT_HIGH_ACCURACY_GEOTAG: GOOD 239, BAD 14
11/25/2018  4:40:08.288 +[RootNetwork(CustomMethods) getRootNetworkMatchingWiFiNetwork:fromMOC:]: fetch result# 1, error (null)
11/25/2018  4:40:08.288 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: existing geotags#1 for PhoneReset
11/25/2018  4:40:08.288 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: did match existing geotag?: YES
11/25/2018  4:40:08.288 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: update the geotag with latest loc
11/25/2018  4:40:08.289 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 3
11/25/2018  4:40:08.289 -[WiFiNetworkStoreController mocDidSaveNotification:]: <Thread: 0x16ff77000>
11/25/2018  4:40:08.291 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:40:08.292 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:40:08.292 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:40:08.290 -[WiFiNetworkStoreController saveChildContext]: <Thread: 0x16ff77000> saved !!
11/25/2018  4:40:08.293 -[WiFiNetworkStoreController setGeoTag:forNetwork:]_block_invoke: COREDATA OPERATION TIME 12.371898 ms
11/25/2018  4:40:08.295 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:40:08.296 -[WiFiNetworkStoreController saveMainContext]: <Thread: 0x16feeb000> saved !!
11/25/2018  4:40:08.296 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:40:08.297 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:40:08.297 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:40:08.297 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:40:08.302 WiFiManagerStoreLeakyAPData: updated LEAKY_AP_LEARNED_DATA for network PhoneReset - 0:14:d1:af:39:90
11/25/2018  4:40:08.317 __WiFiManagerPreferencesCallback: <thread 0x16fdd3000>, 2
11/25/2018  4:40:08.318 WiFiLoggingSetLogFile: Current log file: (null), new log file: (null), class C file: NO
11/25/2018  4:40:08.319 __WiFiManagerDeviceManagerApplier: set policies (null)
11/25/2018  4:40:08.319 WiFiDeviceSetWapiEnabled: Set WAPI DISABLED
11/25/2018  4:40:08.323 WiFiDeviceManagerSetNetworks: Apple Demo is disabled until first user join
11/25/2018  4:40:08.323 WiFiDeviceManagerSetNetworks: Apple Store is disabled until first user join
11/25/2018  4:40:08.324 __WiFiDeviceManagerAutoAssociate: Already connected to PhoneReset.
11/25/2018  4:40:08.325 No Change in Background Scan Networks, Skip Re-Programming Background Scan

11/25/2018  4:40:08.325 __WiFiManagerCheckSCCleanUpScheduling: Already Unscheduled
11/25/2018  4:40:08.333 __WiFiDeviceProcessRoamStatusEvent: received roam status event for network PhoneReset: <CFBasicHash 0x100522850 [0x1b45cf538]>{type = mutable dict, count = 12,
entries =>
	0 : <CFString 0x100422470 [0x1b45cf538]>{contents = "ROAMEDEVENT_TARGET_OUI"} = <CFData 0x1005212b0 [0x1b45cf538]>{length = 3, capacity = 3, bytes = 0x0014d1}
	3 : <CFString 0x1004223b0 [0x1b45cf538]>{contents = "ROAMEDEVENT_PROFILE_TYPE"} = <CFNumber 0xb000000000000002 [0x1b45cf538]>{value = +0, type = kCFNumberSInt32Type}
	4 : <CFString 0x100422370 [0x1b45cf538]>{contents = "ROAMEDEVENT_REASON"} = <CFNumber 0xb000000000000002 [0x1b45cf538]>{value = +0, type = kCFNumberSInt32Type}
	5 : <CFString 0x1004223f0 [0x1b45cf538]>{contents = "ROAMEDEVENT_TARGET_RSSI"} = <CFNumber 0xbffffffffffffc92 [0x1b45cf538]>{value = -55, type = kCFNumberSInt32Type}
	6 : <CFString 0x100422350 [0x1b45cf538]>{contents = "ROAMEDEVENT_STATUS"} = <CFNumber 0xb000000000000002 [0x1b45cf538]>{value = +0, type = kCFNumberSInt32Type}
	7 : <CFString 0x100422390 [0x1b45cf538]>{contents = "ROAMEDEVENT_FLAGS"} = <CFNumber 0xb000000000000002 [0x1b45cf538]>{value = +0, type = kCFNumberSInt32Type}
	9 : <CFString 0x100422450 [0x1b45cf538]>{contents = "ROAMEDEVENT_ORIGIN_OUI"} = <CFData 0x100526700 [0x1b45cf538]>{length = 3, capacity = 3, bytes = 0x000000}
